state,Party,Popular.vote,year,state_winner,state_winner_votes,Electoral.vote
Wyoming,Democratic,77934,1996,Republican,105388,3
Wyoming,Independent,25928,1996,Republican,105388,3
Wyoming,Republican,147947,2000,Republican,147947,3
Wyoming,Democratic,60481,2000,Republican,147947,3
Wyoming,Republican,167629,2004,Republican,167629,3
Wyoming,Democratic,70776,2004,Republican,167629,3
Wyoming,Republican,164958,2008,Republican,164958,3
Wyoming,Democratic,82868,2008,Republican,164958,3
Wyoming,Republican,170962,2012,Republican,170962,3
Wyoming,Democratic,69286,2012,Republican,170962,3
Wyoming,Republican,174419,2016,Republican,174419,3
Wyoming,Democratic,55973,2016,Republican,174419,3
Wyoming,Libertarian,13287,2016,Republican,174419,3
